Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude
MG659940.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA414/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA414/10 segment S, complete sequence	2010	South Africa	SA414/10	rvf	MG659940.1	-30.5595	22.9375
GQ443149.1	Rift Valley fever virus	GenBank			Reynes,J.-M., Andriamandimby,S.F. and Razainirina,J.	Centre National de Reference Pour les Arbovirus et Virus Responsables de Fievres Hemorragiques, Institut Pasteur de Madagascar, Route de L'institut Pasteur, Antananarivo 101, Madagascar		25-JUL-2016	0852-08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	627	partial		S		Madagascar	Madagascar		Homo sapiens	serum	23-Mar-2008			Rift Valley fever virus strain 0852-08 segment S nonstructural protein gene, partial cds	2008-03-23	Madagascar	0852-08	rvf	GQ443149.1	-18.7669	46.8691
DQ380144.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	MgH824	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar	Madagascar		Homo sapiens	human sera	1979			Rift Valley fever virus strain MgH824 segment S, complete sequence	1979	Madagascar	MgH824	rvf	DQ380144.1	-18.7669	46.8691
EU574073.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001443	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Nakuru district	Kenya		bovine		31-Jan-2007			Rift Valley fever virus strain 2007001443 segment S, complete sequence	2007-01-31	Kenya	2007001443	rvf	EU574073.1	0.0236	37.9062
KX944845.1	Rift Valley fever virus	GenBank			Maluleke,M.R., Phosiwa,M., Lubisi,B.A., van Schalkwyk,A., Michuki,G., Kegakilwe,P.S., Kemp,S.J. and Majiwa,P.A.O.	Molecular Epidemiology and Diagnostic, Agricultural Research Council - Onderstepoort Veterinary Institute, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		25-OCT-2018	M66/09	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3877	partial		M		South Africa	South Africa		bovine		2009			Rift Valley fever virus isolate M66/09 glycoprotein gene, complete cds	2009	South Africa	M66/09	rvf	KX944845.1	-30.5595	22.9375
OM744402.1	Rift Valley fever virus	GenBank			Borrego,B., Lorenzo,G. and Brun,A.	Centro Investigacion Sanidad Animal, INIA/CSIC, Carretera Algete-El Casar, Valdeolmos, Madrid 28130, Spain		03-MAY-2022	56/74_4255	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	partial		S		South Africa	South Africa		cow	blood	1974			Rift Valley fever virus segment S nonstructural protein and nucleocapsid genes, complete cds	1974	South Africa	56/74_4255	rvf	OM744402.1	-30.5595	22.9375
EU574011.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007002445	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Meru Central district	Kenya		bovine		05-Feb-2007			Rift Valley fever virus strain 2007002445 segment L, complete sequence	2007-02-05	Kenya	2007002445	rvf	EU574011.1	0.0236	37.9062
DQ380162.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	73HB1449	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Central African Republic	Central African Republic		Homo sapiens	human sera	1973			Rift Valley fever virus strain 73HB1449 segment S, complete sequence	1973	Central African Republic	73HB1449	rvf	DQ380162.1	6.6111	20.9394
KX944836.1	Rift Valley fever virus	GenBank			Maluleke,M.R., Phosiwa,M., Lubisi,B.A., van Schalkwyk,A., Michuki,G., Kegakilwe,P.S., Kemp,S.J. and Majiwa,P.A.O.	Molecular Epidemiology and Diagnostic, Agricultural Research Council - Onderstepoort Veterinary Institute, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		25-OCT-2018	M259/09	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3880	partial		M		South Africa	South Africa		bovine		2009			Rift Valley fever virus isolate M259/09 glycoprotein gene, complete cds	2009	South Africa	M259/09	rvf	KX944836.1	-30.5595	22.9375
MZ513013.1	Rift Valley fever virus	GenBank			Bob,N.S., Diagne,M.M., Faye,M., Ndione,M.H.D., Diallo,A., Diop,M., Loucoubar,C., Faye,O., Fall,G. and Faye,O.	Virology, Institut Pasteur de Dakar, 36 Avenue Pasteur, Dakar 221, Senegal		04-MAR-2022	SH328056	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6292	complete		L		Senegal	Senegal		Homo sapiens	serum	2020			Rift Valley fever virus isolate SH328056 nonfunctional polymerase gene, complete sequence	2020	Senegal	SH328056	rvf	MZ513013.1	14.4974	-14.4524
HM587094.1	Rift Valley fever virus	GenBank			Grobbelaar,A., Swanepoel,R. and Paweska,J.T.	NICD, 1 Modderfontein Road, Johannesburg 2131, South Africa		09-DEC-2011	SA106/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	490	partial		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA106/10 segment M glycoprotein G2 gene, partial cds	2010	South Africa	SA106/10	rvf	HM587094.1	-30.5595	22.9375
EU574085.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000222	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000222 segment S, complete sequence	2007-01-16	Kenya	2007000222	rvf	EU574085.1	0.0236	37.9062
KJ782457.1	Rift Valley fever virus	GenBank			Nakoune,E., Berthet,N. and Kazanji,M.	Department of virology, Institut Pasteur, 28 rue du docteur Roux, Paris, IDF 75724, France		02-MAY-2016	ArB1986	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Central African Republic: Loko	Central African Republic		Aedes palpalis		12-Jun-1969			Rift Valley fever virus strain ArB1986 segment L, complete sequence	1969-06-12	Central African Republic	ArB1986	rvf	KJ782457.1	6.6111	20.9394
HM587054.1	Rift Valley fever virus	GenBank			Grobbelaar,A., Swanepoel,R. and Paweska,J.T.	NICD, 1 Modderfontein Road, Johannesburg 2131, South Africa		09-DEC-2011	VRL2413/98	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	490	partial		M		Zimbabwe	Zimbabwe		bovine		1998			Rift Valley fever virus isolate VRL2413/98 segment M glycoprotein G2 gene, partial cds	1998	Zimbabwe	VRL2413/98	rvf	HM587054.1	-19.0154	29.1549
KY126694.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA275/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA275/10 segment M, complete sequence	2010	South Africa	SA275/10	rvf	KY126694.1	-30.5595	22.9375
DQ380154.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	MP-12	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt	Egypt				1977			Rift Valley fever virus strain MP-12 segment S, complete sequence	1977	Egypt	MP-12	rvf	DQ380154.1	26.8206	30.8025
PP746309.1	Rift Valley fever virus	GenBank			Juma,J.A., Nsengimana,I., Mwangi,R., Nyamota,R., Konongoi,S.L., Roesel,K., Gasana,M.N., Ingabire,A., Uwibambe,E., Ndayisenga,F., Mavunyi,C.M., Hazikimana,E., Hazikimana,J.N., Eastwood,G., Chengula,A., Kasanga,C.J., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		22-AUG-2024	Rwanda2022P11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	5924	partial		L		Rwanda	Rwanda		Bos taurus		2022-06-09			Rift Valley fever virus strain Rwanda2022P11 polymerase gene, partial cds	2022-06-09	Rwanda	Rwanda2022P11	rvf	PP746309.1	-1.9403	29.8739
GQ443248.1	Rift Valley fever virus	GenBank			Reynes,J.-M., Andriamandimby,S.F. and Razainirina,J.	Centre National de Reference Pour les Arbovirus et Virus Responsables de Fievres Hemorragiques, Institut Pasteur de Madagascar, Route de L'institut Pasteur, Antananarivo 101, Madagascar		25-JUL-2016	1464-08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	756	partial		M		Madagascar	Madagascar		Homo sapiens	serum	28-Mar-2008			Rift Valley fever virus strain 1464-08 segment M glycoprotein G2 gene, partial cds	2008-03-28	Madagascar	1464-08	rvf	GQ443248.1	-18.7669	46.8691
HM587104.1	Rift Valley fever virus	GenBank			Grobbelaar,A., Swanepoel,R. and Paweska,J.T.	NICD, 1 Modderfontein Road, Johannesburg 2131, South Africa		09-DEC-2011	KEN57 Rintoul	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	490	partial		M		Kenya	Kenya		ovine		1951			Rift Valley fever virus isolate KEN57 Rintoul segment M glycoprotein G2 gene, partial cds	1951	Kenya	KEN57 Rintoul	rvf	HM587104.1	0.0236	37.9062
GQ443184.1	Rift Valley fever virus	GenBank			Reynes,J.-M., Andriamandimby,S.F. and Razainirina,J.	Centre National de Reference Pour les Arbovirus et Virus Responsables de Fievres Hemorragiques, Institut Pasteur de Madagascar, Route de L'institut Pasteur, Antananarivo 101, Madagascar		25-JUL-2016	0619-08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	564	partial		L		Madagascar	Madagascar		Homo sapiens	serum	09-Mar-2008			Rift Valley fever virus strain 0619-08 segment L polymerase gene, partial cds	2008-03-09	Madagascar	0619-08	rvf	GQ443184.1	-18.7669	46.8691
EU312125.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU204ANGL85	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Angola	Angola		Homo sapiens		1985			Rift Valley fever virus strain SPU204ANGL85 segment S, complete sequence	1985	Angola	SPU204ANGL85	rvf	EU312125.1	-11.2027	17.8739
PP746428.1	Rift Valley fever virus	GenBank			Konongoi,S.L., Juma,J.A., Roesel,K., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		12-FEB-2025	CML3	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3840	partial		M		Kenya: Marsabit	Kenya		Bos taurus		27-Jun-2018			Rift Valley fever virus strain CML3 glycoprotein gene, partial cds	2018-06-27	Kenya	CML3	rvf	PP746428.1	0.0236	37.9062
KX944852.1	Rift Valley fever virus	GenBank			Maluleke,M.R., Phosiwa,M., Lubisi,B.A., van Schalkwyk,A., Michuki,G., Kegakilwe,P.S., Kemp,S.J. and Majiwa,P.A.O.	Molecular Epidemiology and Diagnostic, Agricultural Research Council - Onderstepoort Veterinary Institute, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		25-OCT-2018	M16/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6403	partial		L		South Africa	South Africa		ovine		2010			Rift Valley fever virus isolate M16/10 segment L polymerase gene, complete cds	2010	South Africa	M16/10	rvf	KX944852.1	-30.5595	22.9375
MG659861.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA535/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA535/10 segment L, complete sequence	2010	South Africa	SA535/10	rvf	MG659861.1	-30.5595	22.9375
MG659795.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1224/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1224/10 segment M, complete sequence	2010	South Africa	SA1224/10	rvf	MG659795.1	-30.5595	22.9375
PP746409.1	Rift Valley fever virus	GenBank			Juma,J.A., Nsengimana,I., Mwangi,R., Nyamota,R., Konongoi,S.L., Roesel,K., Gasana,M.N., Ingabire,A., Uwibambe,E., Ndayisenga,F., Mavunyi,C.M., Hazikimana,E., Hazikimana,J.N., Eastwood,G., Chengula,A., Kasanga,C.J., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		22-AUG-2024	Rwanda2022P76	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1636	partial		S		Rwanda	Rwanda		Bos taurus		2022-06-27			Rift Valley fever virus strain Rwanda2022P76 nonstructural protein and nucleocapsid genes, complete cds	2022-06-27	Rwanda	Rwanda2022P76	rvf	PP746409.1	-1.9403	29.8739
MG659750.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU126/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU126/10 segment M, complete sequence	2010	South Africa	SPU126/10	rvf	MG659750.1	-30.5595	22.9375
GU135846.1	Rift Valley fever virus	GenBank			Reynes,J.-M., Elissa,N. and Ratovonjato,J.	Centre National de Reference Pour les Arbovirus et Virus Responsables de Fievres Hemorragiques, Institut Pasteur de Madagascar, Route de l'Institut Pasteur, Antananarivo 101, Madagascar		03-APR-2012	AL-53	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	627	partial		S		Madagascar: Andohasahalava, Fkt Arana II, Vohitsaoka, Ambalavao	Madagascar		Anopheles squamosus	unfed female mosquitos	27-Apr-2009			Rift Valley fever virus strain AL-53 segment S nonstructural protein gene, partial cds	2009-04-27	Madagascar	AL-53	rvf	GU135846.1	-18.7669	46.8691
KY126708.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU86/09	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		bovine		2009			Rift Valley fever virus isolate SPU86/09 segment M, complete sequence	2009	South Africa	SPU86/09	rvf	KY126708.1	-30.5595	22.9375
MW316058.1	Rift Valley fever virus	GenBank			Anthony,T., van Schalkwyk,A., Romito,M., Odendaal,L., Clift,S.J. and Davis,A.S.	Vaccine and Diagnostic development, Agricultural Research Council - Onderstepoort Veterinary Institute, Old Soutpan road, Onderstepoort, Pretoria, Gauteng 0110, South Africa		07-JUN-2021	RV2655	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	314	partial		L		South Africa	South Africa		alpacas		2018			Rift Valley fever virus isolate RV2655 RNA polymerase gene, partial cds	2018	South Africa	RV2655	rvf	MW316058.1	-30.5595	22.9375
KY196495.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1094/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1094/10 segment S, complete sequence	2010	South Africa	SA1094/10	rvf	KY196495.1	-30.5595	22.9375
DQ380146.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZM-657	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt: Sharqiya	Egypt		mosquito		1978			Rift Valley fever virus strain ZM-657 segment S, complete sequence	1978	Egypt	ZM-657	rvf	DQ380146.1	26.8206	30.8025
PP746356.1	Rift Valley fever virus	GenBank			Juma,J.A., Nsengimana,I., Mwangi,R., Nyamota,R., Konongoi,S.L., Roesel,K., Gasana,M.N., Ingabire,A., Uwibambe,E., Ndayisenga,F., Mavunyi,C.M., Hazikimana,E., Hazikimana,J.N., Eastwood,G., Chengula,A., Kasanga,C.J., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		22-AUG-2024	Rwanda2022P326	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3587	partial		M		Rwanda	Rwanda		Bos taurus		2022-09-28			Rift Valley fever virus strain Rwanda2022P326 glycoprotein gene, partial cds	2022-09-28	Rwanda	Rwanda2022P326	rvf	PP746356.1	-1.9403	29.8739
GQ443153.1	Rift Valley fever virus	GenBank			Reynes,J.-M., Andriamandimby,S.F. and Razainirina,J.	Centre National de Reference Pour les Arbovirus et Virus Responsables de Fievres Hemorragiques, Institut Pasteur de Madagascar, Route de L'institut Pasteur, Antananarivo 101, Madagascar		25-JUL-2016	0856-08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	627	partial		S		Madagascar	Madagascar		Bos taurus	serum	24-Mar-2008			Rift Valley fever virus strain 0856-08 segment S nonstructural protein gene, partial cds	2008-03-24	Madagascar	0856-08	rvf	GQ443153.1	-18.7669	46.8691
ON060810.1	Rift Valley fever virus	GenBank			Nyakarahuka,L., Whitmer,S., Klena,J., Balinandi,S.K., Talundzic,E., Alex,T., Jackson,K., Mulei,S., Patel,K., Baluku,J., Grace,A.G., Diana,N., Kamugisha,K., Cossaboom,C., Whitesell,A., Carson,T., Graziano,J., Montomery,J., Stuart,N., Lutwama,J. and Shoemaker,T.R.	VSPB, CDC, 1600 Clifton Road, Atlanta, GA 30333, USA		25-MAR-2023	201902753_S|Uganda|2018	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1680	partial		S		Uganda	Uganda		Homo sapiens		2018			Rift Valley fever virus isolate 201902753_S|Uganda|2018 nonstructural protein and nucleocapsid protein genes, complete cds	2018	Uganda	201902753_S|Uganda|2018	rvf	ON060810.1	1.3733	32.2903
HM587073.1	Rift Valley fever virus	GenBank			Grobbelaar,A., Swanepoel,R. and Paweska,J.T.	NICD, 1 Modderfontein Road, Johannesburg 2131, South Africa		09-DEC-2011	VRL1217/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	490	partial		M		Zimbabwe	Zimbabwe		ovine		1978			Rift Valley fever virus isolate VRL1217/78 segment M glycoprotein G2 gene, partial cds	1978	Zimbabwe	VRL1217/78	rvf	HM587073.1	-19.0154	29.1549
DQ380180.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	OS-1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		Mauritania	Mauritania		Homo sapiens	human sera	1987			Rift Valley fever virus strain OS-1 segment S, complete sequence	1987	Mauritania	OS-1	rvf	DQ380180.1	21.0079	-10.9408
